glyph-u1F64F.4.png	63	255	191	250
glyph-u1F575.2.W.png	0	191	63	187
glyph-u1F3CC.3.W.png	127	191	255	189
glyph-u1F52F.png	63	0	63	334
glyph-u1F449.1.png	191	63	63	254
glyph-u1F469_u1F3A4.1.png	127	0	191	226
glyph-u1F3EC.png	191	127	63	172
glyph-u1F485.5.png	191	255	63	222
glyph-u1F3CB.2.png	191	255	63	203
glyph-u1F1F9_u1F1EB.png	191	63	63	250
glyph-u1F482.3.png	191	63	0	198
glyph-u1F476.3.png	63	63	0	273
glyph-u1F1ED_u1F1F7.png	127	255	63	241
glyph-u1F468_u1F9B2.2.png	127	127	0	256
glyph-u25FC.png	63	63	63	377
glyph-u1F4F8.png	191	63	255	217
glyph-u1F574.5.png	255	191	63	204
glyph-u1F7E8.png	191	127	255	365
glyph-u25AB.png	191	191	191	398
glyph-u1F469_u1F9BD.2.png	191	255	63	202
glyph-u1F4EA.png	0	191	127	185
glyph-u1F482.0.W.png	191	63	255	206
glyph-u1F486.1.W.png	191	0	63	209
glyph-u1F64D.3.M.png	0	63	191	210
glyph-u1F40B.png	63	127	191	239
glyph-u1F570.png	127	191	0	182
glyph-u1F55E.png	127	191	63	205
glyph-u1F621.png	191	255	255	341
glyph-u26F9.2.png	191	63	255	204
glyph-u1F472.3.png	127	127	0	219
glyph-u1F9D9.0.png	191	127	0	207
glyph-u1F3E0.png	191	63	255	218
glyph-u1F1F3_u1F1EA.png	127	63	255	245
glyph-u1F6B7.png	191	127	255	267
glyph-u1F1FB_u1F1EE.png	127	63	63	235
glyph-u1F933.0.png	191	63	0	221
glyph-u1F3C4.4.W.png	191	63	0	198
glyph-u1F331.png	191	191	255	209
glyph-u1F4AA.0.png	191	63	0	266
glyph-u1F587.png	0	191	127	152
glyph-u2668.png	191	255	255	263
glyph-u1F468_u1F9B0.0.png	191	127	127	267
glyph-u1F1F2_u1F1FF.png	63	127	255	244
glyph-u1F468_u1F9AF.0.png	191	63	255	202
glyph-u1F469_u2695.1.png	191	0	127	184
glyph-u1F469_u1F680.4.png	191	63	127	202
glyph-u1F3A0.png	63	127	191	189
glyph-u1F469_u2695.2.png	191	255	63	202
glyph-u1F955.png	191	127	255	230
glyph-u1F468_u1F3A8.2.png	127	63	191	204
glyph-u1F303.png	127	0	63	206
glyph-u1F6B6.5.W.png	191	255	127	222
glyph-u1F945.png	127	127	255	217
glyph-u1F962.png	191	0	63	214
glyph-u1F9D1_u1F4BC.0.png	191	127	0	230
glyph-u1F9D1_u1F373.4.png	191	63	0	202
glyph-u1F63D.png	191	191	0	233
glyph-u1F9CE.1.W.png	191	255	63	206
glyph-u1F6BE.png	255	63	127	388
glyph-u1F1EA_u1F1F8.png	127	127	255	238
